character_id,form_id,form_name,era,power_level,visual_difference,combat_difference,is_persistent_form,is_temporary_form,is_technique,is_coop,standalone_hero_score,awakening_score,canon_type,canon_source,notes
sasuke-uchiha,form-sasuke-uchiha-rinnegan,Rinnegan,WAR_ARC,10,10,10,true,false,false,false,0,95,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha;https://naruto.fandom.com/wiki/Rinnegan,Reserved exclusively as Awakening of sasuke-ems.
sasuke-uchiha,form-sasuke-uchiha-six-paths,Six Paths,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,"Six Paths power is represented by the Rinnegan hero/Awakening identity, not a duplicate summonable form."
second-raikage,form-second-raikage-prime,Prime,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
second-raikage,form-second-raikage-second-raikage,Second Raikage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=raikage,Base form of proposed hero second-raikage-core.
shigure,form-shigure-rain-genin,Rain Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero shigure-core.
shigure,form-shigure-umbrella-needles,Umbrella Needles,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
shikaku-nara,form-shikaku-nara-allied-strategy-chief,Allied Strategy Chief,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
shikaku-nara,form-shikaku-nara-clan-head,Clan Head,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=nara,Base form of proposed hero shikaku-nara-core.
shikamaru-nara,form-shikamaru-nara-chunin,Chunin,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Rank change alone is not a transformation.
shikamaru-nara,form-shikamaru-nara-genin,Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=nara,Base form of proposed hero shikamaru-nara-core.
shikamaru-nara,form-shikamaru-nara-shippuden,Shippuden,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
shikamaru-nara,form-shikamaru-nara-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era appearance; Shippuden hero retains the kit.
shima,form-shima-genjutsu-chorus,Genjutsu Chorus,SOURCE_ERA,0,3,3,false,false,false,true,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Cooperation technique with Fukasaku.
shima,form-shima-toad-sage,Toad Sage,SOURCE_ERA,0,3,3,false,false,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Summon creature is retained as special independent combat content, not a normal ninja hero version."
shinno,form-shinno-doctor,Doctor,MOVIE_ORIGINAL,5,6,6,true,false,false,false,72,0,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Shinn%C5%8D,Base form of proposed hero shinno-base.
shinno,form-shinno-eight-gates-body,Eight Gates Body,MOVIE_ORIGINAL,10,10,10,true,false,false,false,0,84,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Shinn%C5%8D,Reserved exclusively as Awakening of shinno-base.
shino-aburame,form-shino-aburame-chunin-exams,Chunin Exams,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=aburame,Base form of proposed hero shino-aburame-core.
shino-aburame,form-shino-aburame-insect-master,Insect Master,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
shisui-uchiha,form-shisui-uchiha-anbu,ANBU,ANBU,5,6,6,true,false,false,false,86,0,MANGA_CANON,https://naruto.fandom.com/wiki/Shisui_Uchiha,Base form of proposed hero shisui-anbu.
shisui-uchiha,form-shisui-uchiha-mangekyo-sharingan,Mangekyo Sharingan,ANBU,10,10,10,true,false,false,false,0,91,MANGA_CANON,https://naruto.fandom.com/wiki/Shisui_Uchiha,Reserved exclusively as Awakening of shisui-anbu.
shizune,form-shizune-medical-corps,Medical Corps,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
shizune,form-shizune-sannin-attendant,Sannin Attendant,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Base form of proposed hero shizune-core.
sora,form-sora-pseudo-jinchuriki,Pseudo Jinchuriki,ANIME_ORIGINAL,10,10,10,true,false,false,false,0,85,ANIME_ORIGINAL,https://naruto.fandom.com/wiki/Sora,Reserved exclusively as Awakening of sora-base.
sora,form-sora-temple-monk,Temple Monk,ANIME_ORIGINAL,5,6,6,true,false,false,false,72,0,ANIME_ORIGINAL,https://naruto.fandom.com/wiki/Sora,Base form of proposed hero sora-base.
suigetsu-hozuki,form-suigetsu-hozuki-hebi,Hebi,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero suigetsu-hozuki-core.
suigetsu-hozuki,form-suigetsu-hozuki-taka,Taka,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
taiseki,form-taiseki-camouflage,Camouflage,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
taiseki,form-taiseki-stone-jonin,Stone Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero taiseki-core.
tayuya,form-tayuya-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Reserved exclusively as Awakening of tayuya-base.
tayuya,form-tayuya-sound-four,Sound Four,PART_I,5,6,6,true,false,false,false,78,0,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Base form of proposed hero tayuya-base.
temari,form-temari-chunin-exams,Chunin Exams,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Base form of proposed hero temari-core.
temari,form-temari-war-fan-master,War Fan Master,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
tenten,form-tenten-bashosen-wielder,Bashosen Wielder,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
tenten,form-tenten-chunin-exams,Chunin Exams,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero tenten-core.
third-raikage,form-third-raikage-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
third-raikage,form-third-raikage-third-raikage,Third Raikage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=raikage,Base form of proposed hero third-raikage-core.
tobirama-senju,form-tobirama-senju-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation skin/state.
tobirama-senju,form-tobirama-senju-second-hokage,Second Hokage,HOKAGE,5,6,6,true,false,false,false,91,0,MANGA_CANON,https://naruto.fandom.com/wiki/Tobirama_Senju,Base form of proposed hero tobirama-hokage.
toneri-otsutsuki,form-toneri-otsutsuki-base,Base,THE_LAST,5,6,6,true,false,false,false,90,0,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Toneri_%C5%8Ctsutsuki,Base form of proposed hero toneri-base.
toneri-otsutsuki,form-toneri-otsutsuki-tenseigan-chakra-mode,Tenseigan Chakra Mode,THE_LAST,10,10,10,true,false,false,false,0,96,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Toneri_%C5%8Ctsutsuki,Reserved exclusively as Awakening of toneri-base.
torifu-akimichi,form-torifu-akimichi-akimichi-veteran,Akimichi Veteran,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
torifu-akimichi,form-torifu-akimichi-tobirama-guard,Tobirama Guard,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=akimichi,Base form of proposed hero torifu-akimichi-core.
toroi,form-toroi-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Toroi;https://naruto.fandom.com/wiki/Magnet_Release,Synthetic neutral form-pool entry representing the character themselves; not an additional legacy variant.
toroi,form-toroi-magnet-release,Magnet Release,SOURCE_ERA,5,6,6,false,false,true,false,0,0,MANGA_CANON,current variant census; current kit seed=gaara,"Magnet Release is Toroi's kekkei genkai applied to weapons, not a persistent form."
toroi,form-toroi-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
torune-aburame,form-torune-aburame-nano-insects,Nano Insects,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
torune-aburame,form-torune-aburame-root-operative,Root Operative,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=aburame,Base form of proposed hero torune-aburame-core.
udon-ise,form-udon-ise-academy-squad,Academy Squad,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero udon-ise-core.
udon-ise,form-udon-ise-tactical-chunin,Tactical Chunin,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
ukon,form-ukon-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,84,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Reserved exclusively as Awakening of ukon-base.
ukon,form-ukon-sound-four,Sound Four,PART_I,5,6,6,true,false,false,false,74,0,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Base form of proposed hero ukon-base.
utakata,form-utakata-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,80,0,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Base form of proposed hero utakata-base.
utakata,form-utakata-six-tails-cloak,Six-Tails Cloak,SHIPPUDEN,10,10,10,true,false,false,false,0,85,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Reserved exclusively as Awakening of utakata-base.
white-zetsu,form-white-zetsu-akatsuki-scout,Akatsuki Scout,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wood,Base form of proposed hero white-zetsu-core.
white-zetsu,form-white-zetsu-spore-clone,Spore Clone,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
yagura-karatachi,form-yagura-karatachi-mizukage,Mizukage,SHIPPUDEN,5,6,6,true,false,false,false,83,0,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Base form of proposed hero yagura-base.
yagura-karatachi,form-yagura-karatachi-three-tails-cloak,Three-Tails Cloak,SHIPPUDEN,10,10,10,true,false,false,false,0,86,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Reserved exclusively as Awakening of yagura-base.
yahiko,form-yahiko-akatsuki-founder,Akatsuki Founder,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero yahiko-core.
yahiko,form-yahiko-amegakure-leader,Amegakure Leader,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
yamato,form-yamato-anbu-wood-style,ANBU Wood Style,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wood,Base form of proposed hero yamato-core.
yamato,form-yamato-team-captain,Team Captain,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
yashamaru,form-yashamaru-assassin,Assassin,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
yashamaru,form-yashamaru-sand-medic,Sand Medic,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Base form of proposed hero yashamaru-core.
yoroi-akado,form-yoroi-akado-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Yoroi_Akad%C5%8D,Synthetic neutral form-pool entry representing the character themselves; not an additional legacy variant.
yoroi-akado,form-yoroi-akado-chakra-absorption,Chakra Absorption,SOURCE_ERA,5,6,6,false,false,true,false,0,0,MANGA_CANON,current variant census; current kit seed=medical,"Chakra absorption is Yoroi's combat ability, not a persistent transformation."
yoroi-akado,form-yoroi-akado-kabuto-squad,Kabuto Squad,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
yugao-uzuki,form-yugao-uzuki-anbu,ANBU,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero yugao-uzuki-core.
yugao-uzuki,form-yugao-uzuki-crescent-moon-blade,Crescent Moon Blade,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
yugito-nii,form-yugito-nii-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,80,0,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Base form of proposed hero yugito-base.
yugito-nii,form-yugito-nii-two-tails-cloak,Two-Tails Cloak,SHIPPUDEN,10,10,10,true,false,false,false,0,86,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Reserved exclusively as Awakening of yugito-base.
zabuza-momochi,form-zabuza-momochi-base,Base,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero zabuza-momochi-core.
zabuza-momochi,form-zabuza-momochi-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
zaku-abumi,form-zaku-abumi-air-pressure-arms,Air Pressure Arms,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
zaku-abumi,form-zaku-abumi-sound-genin,Sound Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Base form of proposed hero zaku-abumi-core.
