character_id,old_variant,old_variant_id,classification,new_hero_id,new_awakening_form_id,new_skill_id,new_skin_id,temporary_state_id,migration_action,reason,confidence
yashamaru,Sand Medic,form-yashamaru-sand-medic,COLLECTIBLE_HERO_VERSION,yashamaru-core,,,,,KEEP_AS_HERO,Base form of proposed hero yashamaru-core.,HIGH
yoroi-akado,Chakra Absorption,form-yoroi-akado-chakra-absorption,COLLECTIBLE_HERO_VERSION,yoroi-akado-core,,,,,KEEP_AS_HERO,Base form of proposed hero yoroi-akado-core.,HIGH
yoroi-akado,Kabuto Squad,form-yoroi-akado-kabuto-squad,COSMETIC_SKIN,,,,skin-yoroi-akado-kabuto-squad,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
yugao-uzuki,ANBU,form-yugao-uzuki-anbu,COLLECTIBLE_HERO_VERSION,yugao-uzuki-core,,,,,KEEP_AS_HERO,Base form of proposed hero yugao-uzuki-core.,HIGH
yugao-uzuki,Crescent Moon Blade,form-yugao-uzuki-crescent-moon-blade,SKILL_OR_ULTIMATE,,,legacy-yugao-uzuki-crescent-moon-blade,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
yugito-nii,Base,form-yugito-nii-base,COLLECTIBLE_HERO_VERSION,yugito-base,,,,,KEEP_AS_HERO,Base form of proposed hero yugito-base.,HIGH
yugito-nii,Two-Tails Cloak,form-yugito-nii-two-tails-cloak,AWAKENING_FORM,,awakening-yugito-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of yugito-base.,HIGH
zabuza-momochi,Base,form-zabuza-momochi-base,COLLECTIBLE_HERO_VERSION,zabuza-momochi-core,,,,,KEEP_AS_HERO,Base form of proposed hero zabuza-momochi-core.,HIGH
zabuza-momochi,Edo Tensei,form-zabuza-momochi-edo-tensei,COSMETIC_SKIN,,,,skin-zabuza-momochi-edo-tensei,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
zaku-abumi,Air Pressure Arms,form-zaku-abumi-air-pressure-arms,SKILL_OR_ULTIMATE,,,legacy-zaku-abumi-air-pressure-arms,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
zaku-abumi,Sound Genin,form-zaku-abumi-sound-genin,COLLECTIBLE_HERO_VERSION,zaku-abumi-core,,,,,KEEP_AS_HERO,Base form of proposed hero zaku-abumi-core.,HIGH
